"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
15371,"Rent a room in modern Bushwick apt",66787512,"Henrik","Brooklyn","Bushwick",40.69969,-73.91896,"Private room",45,1,7,"6/19/2016",0.18,1,0
15372,"Charming brownstone top floor 1BD",14273136,"Allegra","Brooklyn","Park Slope",40.66981,-73.98462,"Entire home/apt",94,10,26,"6/22/2019",0.52,1,0
15373,"Cozy one bedroom City College",3716130,"Nina","Manhattan","Harlem",40.82325,-73.9478,"Entire home/apt",100,1,7,"1/1/2017",0.18,1,0
15374,"Bedstuy/Bushwick - Fully Renovated One Bedroom",11638358,"Jeremy","Brooklyn","Bedford-Stuyvesant",40.69,-73.93783,"Entire home/apt",100,4,77,"6/16/2019",2.66,2,100
15375,"Fantastic 2BR in Brooklyn's Best Area",290662,"Seth","Brooklyn","Park Slope",40.67078,-73.98815,"Entire home/apt",105,115,15,"12/31/2018",0.17,1,219
15376,"TASTEFUL DESIGN + SPACE FOREVER",4281123,"Albert","Brooklyn","Bushwick",40.6916,-73.92294,"Private room",55,2,2,"5/12/2019",0.03,1,0
15377,"Cozy Private Space in Williamsburg Townhome",5817011,"Clyde","Brooklyn","Williamsburg",40.70851,-73.949,"Entire home/apt",116,4,112,"7/2/2019",1.49,1,127
15378,"Tribeca Loft",50539403,"Yuri","Manhattan","Tribeca",40.71819,-74.00833,"Entire home/apt",500,4,0,NA,NA,1,0
15379,"Comfy stay in the heart of NYC!",8946866,"Megan","Manhattan","West Village",40.73546,-74.00263,"Shared room",80,1,37,"11/5/2017",1.05,1,0
15380,"Private Room Inwood Park Top of Manhattan",19931875,"Luz & Ruben","Manhattan","Inwood",40.87206,-73.92946,"Private room",59,4,13,"8/18/2018",0.28,3,157
15381,"Beautiful studio 96
Walk to Central Park/Manhattan",49292376,"Melissa","Manhattan","East Harlem",40.78707,-73.95121,"Entire home/apt",145,2,1,"6/9/2019",1,1,94
15382,"Bushwick Bedroom",228420131,"Jonathan","Brooklyn","Bushwick",40.69456,-73.90714,"Private room",35,2,7,"5/31/2019",1.07,1,35
15383,"SUNNY 2BD W. ELEVATOR / PERFECT 4 SMALL FAMILY",106714852,"Ben","Manhattan","Chinatown",40.71401,-73.99187,"Entire home/apt",151,7,2,"1/6/2019",0.14,1,0
15384,"Spacious Williamsburg Home",157051,"Agatha","Brooklyn","Williamsburg",40.71411,-73.9495,"Entire home/apt",240,2,9,"12/28/2017",0.2,1,0
15385,"Luxury 1 bedroom w/ Comfy Casper Mattress",261632991,"Sideem","Queens","Astoria",40.76832,-73.93576,"Entire home/apt",84,1,0,NA,NA,1,90
15386,"Great! Private Room in Sunnyside",58234433,"Martin","Queens","Sunnyside",40.7364,-73.91923,"Private room",90,1,36,"6/13/2019",0.99,8,346
15387,"Noisy room next to Prospect Park",391488,"Thalith","Brooklyn","Prospect-Lefferts Gardens",40.65762,-73.96129,"Private room",500,1,0,NA,NA,1,89
15388,"Huge Bright Bedroom in Brooklyn Townhouse",62803,"Eugenia","Brooklyn","Crown Heights",40.67004,-73.92207,"Private room",54,6,6,"3/30/2019",0.65,2,225
15389,"luxury 1 BedRoom Apt Hells Kitchen",2108853,"Jasen","Manhattan","Hell's Kitchen",40.7559,-73.99469,"Entire home/apt",325,30,18,"5/21/2016",0.21,1,364
15390,"Gorgeous big private room/Brooklyn",158191277,"Camila","Brooklyn","Crown Heights",40.6768,-73.95346,"Private room",70,5,12,"5/27/2019",0.67,3,0
15391,"Gorgeous room on the Upper West Side",18225837,"Erika","Manhattan","Morningside Heights",40.80723,-73.96222,"Private room",50,5,18,"6/16/2019",0.72,1,157
15392,"Huge, spacious 2 bdrm, 2 bath apartment on the LES",23590752,"Neriza","Manhattan","East Village",40.72201,-73.98277,"Entire home/apt",200,2,7,"7/7/2019",3.68,1,36
15393,"Great 1 bedroom, close to subway!",11671329,"Connor","Brooklyn","Bushwick",40.69982,-73.9249,"Private room",49,4,2,"12/27/2015",0.04,1,0
15394,"Beautiful upper west side townhouse",25713263,"Jess","Manhattan","Upper West Side",40.79101,-73.97961,"Entire home/apt",2000,4,2,"8/23/2016",0.06,1,75
15395,"Spacious 1 BD w/washer dryer in UES",3969780,"Zaka","Manhattan","Upper East Side",40.77843,-73.95191,"Entire home/apt",175,2,1,"10/27/2015",0.02,1,0
15396,"Cozy Home 家 5",213781715,"Anting","Brooklyn","Greenpoint",40.73378,-73.95569,"Private room",199,1,0,NA,NA,33,180
15397,"HUGE Beautiful Brooklyn Loft",1135032,"Kelsey","Brooklyn","Red Hook",40.68062,-74.00722,"Private room",55,2,1,"5/1/2019",0.43,1,5
15398,"Amazing views in the center of it all. Look at the Empire State Building right from your bed!",246827568,"Ang","Manhattan","Chelsea",40.74596,-73.99234,"Entire home/apt",290,2,14,"7/1/2019",3.96,1,149
15399,"1B-1B apartment near by Metro",273841667,"Blaine","Bronx","Mott Haven",40.80787,-73.924,"Entire home/apt",100,1,2,"7/7/2019",2,1,40
15400,"Private bedroom 8 mins-JFK&The Mall",55125246,"Yvonne","Queens","Jamaica",40.68638,-73.79007,"Private room",65,1,347,"7/6/2019",13.48,3,159
15401,"Chic and beautiful apt by the park!",1216362,"Camila","Brooklyn","Prospect-Lefferts Gardens",40.65497,-73.96169,"Entire home/apt",140,2,45,"6/23/2019",1.08,4,345
15402,"Gorgeous bedroom w/ensuite bath-East Williamsburg",249870831,"Melat","Brooklyn","Williamsburg",40.71395,-73.94022,"Private room",65,1,2,"5/27/2019",1.15,1,124
15403,"Modern and Hip Brooklyn Brownstone!",206115,"Christian","Brooklyn","Bedford-Stuyvesant",40.68605,-73.92436,"Entire home/apt",110,2,0,NA,NA,1,182
15404,"Rare, Classic, 2 Bed/2 Bath Williamsburg Loft",34669755,"Tanya","Brooklyn","Williamsburg",40.71198,-73.96036,"Entire home/apt",250,7,3,"9/4/2018",0.24,1,5
15405,"Sunny, Quiet Urban Oasis w/ Elevator! Near Subway!",10703290,"Mike","Manhattan","Upper East Side",40.77221,-73.94819,"Entire home/apt",300,2,19,"5/21/2019",0.6,3,179
15406,"Studio - St Regis Residence Club",60535711,"Bruce","Manhattan","Midtown",40.76079,-73.97528,"Entire home/apt",650,2,6,"6/16/2019",0.42,2,363
15407,"法拉盛summer家(C)closed to JFK&LGA&Citi Field#Parking",62023756,"Chang","Queens","Fresh Meadows",40.74637,-73.7842,"Private room",55,1,50,"7/7/2019",3.51,3,67
15408,"Spacious and Modern Hideout | Close to Everything",103503018,"Carlos","Manhattan","Harlem",40.82856,-73.94021,"Private room",60,1,2,"6/27/2019",2,2,33
15409,"Cozy, Confortable,  Modern spacious and nice Room",191621249,"Geraldine","Manhattan","Chelsea",40.74284,-73.99842,"Private room",99,1,95,"7/8/2019",7.2,2,0
15410,"NoLita Design Studio",38398698,"Andrew","Manhattan","Nolita",40.72044,-73.99568,"Entire home/apt",650,6,14,"6/26/2018",0.29,1,90
15411,"1 min to Bedford Ave (L) Station",7860852,"Matthew","Brooklyn","Williamsburg",40.71867,-73.9557,"Entire home/apt",190,3,10,"5/26/2019",0.26,2,0
15412,"WYNDHAM MIDTOWN 45 NEAR THE UNITED NATIONS",189734742,"James","Manhattan","Midtown",40.75184,-73.97302,"Private room",175,2,3,"11/4/2018",0.31,2,0
15413,"Private Room A In Prime Location",162427870,"Anna","Manhattan","Midtown",40.74698,-73.98906,"Private room",110,1,135,"6/15/2019",7.67,3,311
15414,"Private Apartment in the Heart of East Village",217521776,"Chin","Manhattan","East Village",40.72716,-73.9783,"Entire home/apt",211,30,17,"7/7/2019",4.18,1,74
15415,"Spacious and bright bedroom",73079322,"Guilda","Manhattan","Washington Heights",40.84365,-73.93982,"Private room",45,3,1,"1/9/2019",0.17,1,5
15416,"Spacious Chelsea Loft!",40376473,"Matthew","Manhattan","Chelsea",40.74451,-73.99226,"Entire home/apt",299,2,25,"5/3/2019",1.22,1,221
15417,"Cleanly Kept Manhattan Bedroom FiDi",42807409,"Sami","Manhattan","Financial District",40.71002,-74.00723,"Private room",98,3,0,NA,NA,1,0
15418,"Cozy and Modern Brooklyn Loft with amazing view!",953913,"Kyle","Brooklyn","Bushwick",40.69952,-73.92616,"Entire home/apt",250,6,1,"10/18/2017",0.05,1,0
15419,"Large Room in Garden Duplex",4481005,"Karen","Brooklyn","Park Slope",40.67422,-73.98097,"Private room",62,2,11,"10/29/2018",0.14,2,158
15420,"Sunny cozy 1 bedroom- Designer’s home",3334537,"Jolie","Brooklyn","Bedford-Stuyvesant",40.68471,-73.93763,"Entire home/apt",150,4,9,"6/28/2019",0.93,1,132
15421,"Cozy, light, private room",41962603,"Dmitry","Brooklyn","Bushwick",40.6972,-73.92697,"Private room",96,3,0,NA,NA,1,0
15422,"LARGE ROOM 
20 minutes to midtown",172895347,"Mario & Maria","Queens","Jackson Heights",40.75168,-73.88315,"Private room",59,2,1,"2/3/2019",0.19,2,0
15423,"Huge 1BR Wes Anderson Style Manhattan Apartment",4810688,"Kaiti","Manhattan","Harlem",40.8067,-73.95621,"Entire home/apt",175,3,43,"6/23/2019",2.89,1,37
15424,"Marabou",17370376,"Christian","Brooklyn","Crown Heights",40.67431,-73.95399,"Private room",55,30,19,"8/11/2018",0.52,1,281
15425,"Bed in Family Home Near LGA Airport",26432133,"Danielle","Queens","East Elmhurst",40.76389,-73.87155,"Shared room",38,1,224,"7/6/2019",7.96,5,80
15426,"Zen Light Filled Experience in Heart of Greenpoint",3687198,"Crista","Brooklyn","Greenpoint",40.73386,-73.95873,"Entire home/apt",200,2,0,NA,NA,1,0
15427,"Large private room  near Times Sq. 33C4",190921808,"John","Manhattan","Hell's Kitchen",40.75391,-73.99709,"Private room",62,7,9,"5/20/2019",0.75,47,337
15428,"New york Multi-unit building",95575605,"Natasha","Manhattan","Chelsea",40.74726,-73.99029,"Entire home/apt",250,7,0,NA,NA,1,0
15429,"One bedroom apartment in Greenpoint",9294273,"Ayten","Brooklyn","Greenpoint",40.72712,-73.95146,"Entire home/apt",110,4,1,"2/15/2016",0.02,1,0
15430,"Spacious 1BR apt by Prospect Park!",69591507,"Mont","Brooklyn","East Flatbush",40.65275,-73.95119,"Entire home/apt",85,1,0,NA,NA,1,0
15431,"Cozy room in new duplex apartment!!",70235809,"Sandra","Brooklyn","Bushwick",40.69301,-73.92683,"Private room",95,1,0,NA,NA,1,0
15432,"Light-filled loft with greenhouse and terrace",16903474,"Deborah","Manhattan","Chelsea",40.74894,-73.99466,"Entire home/apt",280,21,0,NA,NA,1,219
15433,"Your Garden Oasis in Brooklyn!",1401919,"Mike","Brooklyn","Bedford-Stuyvesant",40.68447,-73.9543,"Entire home/apt",275,3,21,"11/24/2018",0.44,1,5
15434,"Full Floor in Sunny Brooklyn Duplex",45613202,"Miles","Brooklyn","Bedford-Stuyvesant",40.68861,-73.95548,"Private room",60,2,10,"7/28/2018",0.22,1,0
15435,"Stunning 2Bedroom Apartment in LES Hot Spot",257973120,"Maxinne","Manhattan","Lower East Side",40.72138,-73.98543,"Entire home/apt",120,7,3,"6/30/2019",1.76,1,284
15436,"King Sized Room; Bay Ridge",84155085,"Ridhima","Brooklyn","Bay Ridge",40.63145,-74.02375,"Private room",50,2,1,"8/27/2018",0.09,1,0
15437,"Beautiful Central Park View",25517905,"Andreias","Manhattan","Upper West Side",40.7962,-73.96156,"Private room",99,1,277,"6/23/2019",5.44,3,294
15438,"Bright and Cozy",146275359,"Modupe","Queens","Springfield Gardens",40.68941,-73.75116,"Private room",42,2,12,"7/6/2019",2.4,3,365
15439,"Luxury 1 BR Steps to World Trade Center! #10248",21307389,"Emma","Manhattan","Financial District",40.70949,-74.01438,"Entire home/apt",250,30,22,"6/30/2019",1,1,81
15440,"2BED Close UN Location full Kitchen Free Breakfast",214347105,"Roman","Manhattan","Midtown",40.75282,-73.96688,"Entire home/apt",389,3,8,"5/22/2019",0.83,8,339
15441,"Recently renovated 2 bedroom apartment in midtown",42784981,"Santiago","Manhattan","Midtown",40.7447,-73.98255,"Entire home/apt",350,2,1,"11/26/2017",0.05,1,0
15442,"Elegant Chelsea 2BR w/ Elevator",107434423,"Blueground","Manhattan","Chelsea",40.74451,-73.99939,"Entire home/apt",421,30,0,NA,NA,232,292
15443,"ROOM NEAR TIMES SQUARE MANHATTAN",5369117,"Rosa","Queens","Astoria",40.76491,-73.9207,"Private room",78,4,70,"6/12/2019",1.64,2,348
15444,"All Charm: Lush Garden, Huge Kitchen + Quiet",2714164,"Jasmine","Brooklyn","Greenpoint",40.72212,-73.94389,"Entire home/apt",87,6,39,"3/13/2019",0.47,2,258
15445,"5min walk to L train - Great Roommates! Fast WiFi!",154981576,"Bedly Bushwick","Brooklyn","Bushwick",40.70127,-73.91235,"Private room",35,30,0,NA,NA,9,43
15446,"Furnished 1 Bedroom in East Harlem",3757699,"Jeremiah","Manhattan","East Harlem",40.79293,-73.94048,"Entire home/apt",53,7,7,"2/19/2019",0.33,2,0
15447,"Spacious Studio Apartment in Downtown Manhattan",152959594,"Carleigh","Brooklyn","DUMBO",40.70231,-73.98938,"Entire home/apt",125,2,1,"11/18/2017",0.05,1,0
15448,"Crash pad #2",156505456,"John","Brooklyn","East New York",40.66739,-73.87379,"Private room",65,3,2,"5/18/2019",0.95,13,365
15449,"Private BR in nice 4BR, Brooklyn",24332919,"Gregoire","Brooklyn","Williamsburg",40.72003,-73.94147,"Private room",63,7,1,"1/5/2016",0.02,1,0
15450,"Cozy Apartment Located in Midtown/Times Square",267009547,"Jerry","Manhattan","Hell's Kitchen",40.7643,-73.9876,"Entire home/apt",395,3,2,"7/7/2019",2,1,152
15451,"NEW_2BR_PrivateRoof&CityView_Beauty",2119276,"Host","Manhattan","Hell's Kitchen",40.76703,-73.98874,"Entire home/apt",195,30,17,"4/12/2019",0.35,39,333
15452,"COMFORTABLE ROOM",1601664,"Junior","Manhattan","East Harlem",40.79107,-73.94381,"Private room",86,3,216,"5/14/2019",2.44,1,250
15453,"Charming & Spacious Studio in NYC",88626648,"Kerry","Manhattan","Upper East Side",40.76099,-73.96158,"Entire home/apt",130,2,11,"1/1/2018",0.32,1,0
15454,"Modern apartment in Hamilton Heights",79168536,"James","Manhattan","Harlem",40.825,-73.95181,"Private room",90,3,2,"8/6/2018",0.16,1,0
15455,"Budget Friendly Private Room in Brooklyn “L”",52140932,"Diana And Peter","Brooklyn","Bedford-Stuyvesant",40.6838,-73.95161,"Private room",60,2,25,"6/12/2019",2.29,7,349
15456,"3 QUEEN size lofts in Williamsburg/grrenpoint!!!",182363374,"Jimmy","Brooklyn","Greenpoint",40.72552,-73.95647,"Private room",300,1,8,"11/11/2018",0.53,7,14
15457,"Three windows Bedroom in Brooklyn Chinatown",171495922,"Stanley","Brooklyn","Sunset Park",40.63814,-74.01288,"Private room",58,1,1,"5/27/2019",0.68,4,360
15458,"Studio Apartment in Murray Hill",96317547,"Adam","Manhattan","Murray Hill",40.74827,-73.97851,"Private room",120,3,0,NA,NA,1,0
15459,"Clean, Comfortable, Sunny Room 5 Min from LGA",9232930,"Lisa","Queens","Ditmars Steinway",40.77429,-73.92123,"Private room",90,2,8,"6/3/2019",0.38,1,87
15460,"Budget Friendly Place WIFi AC Parking Comfy Bed",2788934,"Andrew","Brooklyn","Greenpoint",40.72155,-73.94414,"Private room",59,2,155,"6/30/2019",5.2,2,60
15461,"Adorable walk-up on the high line—with views!",2919299,"Sean","Manhattan","Chelsea",40.75024,-74.00213,"Entire home/apt",175,4,3,"6/9/2019",1.11,1,15
15462,"Charming Williamsburg Bedroom",169721146,"Dmitry","Brooklyn","Williamsburg",40.70856,-73.94281,"Private room",65,2,74,"6/20/2019",4.3,1,28
15463,"Quiet cozy room in Williamsburg",6111084,"Nebojsa","Brooklyn","Williamsburg",40.7063,-73.94439,"Private room",59,2,42,"7/7/2019",2.23,2,14
15464,"Cozy & Comfortable room-flushing subway",111142003,"Se 小瑟","Queens","Flushing",40.75187,-73.81691,"Private room",40,1,10,"6/18/2019",2.52,1,205
15465,"DREAM MIDTOWN RENOVATED STUDIO",101378990,"Grand","Manhattan","Midtown",40.74634,-73.98704,"Private room",179,1,4,"6/20/2017",0.13,1,337
15466,"HUGE lofty room & tall ceilings Bushwick/Ridgewood",4386682,"Francesco","Queens","Ridgewood",40.70435,-73.91207,"Private room",42,7,3,"3/7/2017",0.09,3,0
15467,"Pleasant 1BR in Midtown East by Sonder",219517861,"Sonder (NYC)","Manhattan","Midtown",40.75572,-73.98331,"Entire home/apt",217,29,0,NA,NA,327,343
15468,"Cozy & Affordable",59338077,"Nash","Queens","Ridgewood",40.70443,-73.90656,"Private room",45,1,2,"1/2/2017",0.07,1,0
15469,"Your Sanctuary in the city",1936796,"JenJoy","Brooklyn","Williamsburg",40.71179,-73.9387,"Private room",60,1,41,"6/28/2019",4.42,2,5
15470,"Frank 'n Dean",24377694,"Kori","Brooklyn","Crown Heights",40.67837,-73.95422,"Entire home/apt",298,2,0,NA,NA,3,189
15471,"UWS Historic Townhouse:  Renovated Kit. & Bath, 5A",106837455,"Lisa","Manhattan","Upper West Side",40.78339,-73.98168,"Entire home/apt",140,30,2,"12/15/2017",0.07,8,125
15472,"Unique Studio apartment in the heart of Chelsea!",3997451,"Maria","Manhattan","Chelsea",40.74153,-74.00036,"Entire home/apt",150,2,106,"6/30/2019",2.29,1,318
15473,"1 bdrm brownstone-west 70's-1 block Central Park",2237267,"Marjorie","Manhattan","Upper West Side",40.77555,-73.9767,"Entire home/apt",250,3,73,"6/7/2019",0.84,1,284
15474,"Cinque Terre Room.  Clean and Quiet Queen Bedroom",2787,"John","Brooklyn","Gravesend",40.6081,-73.97541,"Private room",149,1,24,"5/11/2019",0.64,6,180
15475,"Cozy Apartment in the Historic Village of FiDi!",32990881,"Alicia","Manhattan","Financial District",40.70328,-74.01099,"Entire home/apt",180,2,2,"6/30/2019",2,1,295
15476,"Beautiful Bushwick bedroom w/backyard balcony!",10004428,"Larena","Brooklyn","Bushwick",40.69128,-73.92078,"Private room",75,4,0,NA,NA,1,6
15477,"Full size bed with drawer space!",75770804,"Alyssa Faye","Manhattan","Harlem",40.82088,-73.93879,"Private room",35,1,0,NA,NA,1,0
15478,"CQ 1 Bedroom",30223355,"Adrienne","Manhattan","Financial District",40.70706,-74.00991,"Private room",3000,3,0,NA,NA,1,23
15479,"Clinton hill paradise",47412121,"Laura","Brooklyn","Clinton Hill",40.69559,-73.96998,"Private room",100,7,1,"12/16/2017",0.05,1,0
15480,"Parkside Brooklyn Brownstone",33401596,"Luke","Brooklyn","Bedford-Stuyvesant",40.69048,-73.94763,"Entire home/apt",120,3,5,"6/27/2016",0.12,1,0
15481,"Cozy bedroom 25 min from Manhattan",127927020,"Dmitry And Anya","Brooklyn","Crown Heights",40.67442,-73.92949,"Private room",50,1,4,"7/6/2019",4,3,364
15482,"Sun-drenched, airy industrial loft in Brooklyn!",30381245,"Cristian","Brooklyn","Bushwick",40.69968,-73.93588,"Private room",85,1,4,"7/3/2019",0.61,1,1
15483,"LOLA'S NEST-One Bedroom apt-8 mins from NY JFK",156225107,"Caroline","Queens","Laurelton",40.68021,-73.74167,"Entire home/apt",110,1,45,"6/30/2019",2.24,1,170
15484,"Bright & cozy 1BR/Balcony next to 3 subways!",3952200,"Gala","Brooklyn","Williamsburg",40.70581,-73.95004,"Entire home/apt",100,3,72,"6/22/2019",2.31,2,302
15485,"Charismatic Flat in Astoria",24678224,"Stephanie","Queens","Astoria",40.76482,-73.91996,"Private room",100,3,11,"1/1/2019",0.32,1,0
15486,"The Sailors Perch Room in Private Home, Near Metro",106460468,"Felix","Bronx","Kingsbridge",40.88068,-73.90012,"Private room",79,3,55,"6/20/2019",3.68,4,63
15487,"Rockaway Beach Sunshine Paradise",61945871,"Peter","Queens","Rockaway Beach",40.58587,-73.81652,"Private room",85,2,15,"5/26/2019",0.38,1,330
15488,"Spacious Bedroom with King Bed in Light-Filled Apt",2278050,"Jill Laurie","Manhattan","Upper West Side",40.80272,-73.96916,"Private room",80,5,3,"4/30/2019",0.65,1,188
15489,"Charming room in Chelsea",12750945,"Luis","Manhattan","Chelsea",40.73968,-73.99746,"Private room",150,2,41,"6/19/2019",3.54,4,316
15490,"¡AMAZING PENTHOUSE IN SOHO (Nolita-1BR)!",2292332,"Charlie Manuel","Manhattan","Nolita",40.7216,-73.99721,"Entire home/apt",350,5,5,"5/25/2019",0.21,1,54
15491,"Beautiful East Village Room Open For You!",182411776,"David","Manhattan","East Village",40.73045,-73.98067,"Private room",115,1,37,"6/5/2019",2.55,1,128
15492,"Bumble of Brooklyn, Large space",153378241,"Victoria","Queens","Ridgewood",40.6999,-73.90059,"Private room",48,3,2,"1/4/2018",0.11,1,0
15493,"Beautiful Apartment in Brooklyn Heights",206509509,"Jasna","Brooklyn","Brooklyn Heights",40.6987,-73.99275,"Entire home/apt",155,1,12,"6/26/2019",1.16,1,6
15494,"Houseboat in the Rockaways",829717,"Ambrose And Florence","Queens","Arverne",40.59428,-73.78855,"Entire home/apt",120,1,26,"6/28/2019",0.53,1,14
15495,"Cozy one bdrm apt, Lower East Side",2947857,"Jocelyn","Manhattan","Lower East Side",40.71966,-73.98166,"Entire home/apt",215,14,1,"8/12/2015",0.02,1,0
15496,"Cozy BX Corner",216136826,"Shawn","Bronx","Wakefield",40.8878,-73.85372,"Private room",47,2,13,"7/2/2019",1.62,1,347
15497,"Private Cozy Room In Astoria",127762325,"Zee","Queens","Ditmars Steinway",40.7742,-73.90808,"Private room",59,1,77,"6/6/2019",2.97,1,198
15498,"Cozy 1 Bedroom Apt.. Just like home",63006814,"Jamilya","Brooklyn","Crown Heights",40.66429,-73.94994,"Entire home/apt",139,2,67,"6/28/2019",1.7,1,75
15499,"Beautiful Home for seasonal rental",39039509,"Emmanuelle","Brooklyn","East Flatbush",40.64563,-73.9419,"Entire home/apt",150,2,36,"5/31/2019",0.77,1,248
15500,"Sunny, private room; Quick to NYC. Females only.",35494734,"Jennifer","Queens","Woodside",40.75293,-73.90304,"Private room",50,4,49,"5/8/2019",1.21,2,211
