book_id,authors,title
8190,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",Red Riding Hood
8191,Rashmi Bansal,Stay Hungry Stay Foolish
8192,"Roald Dahl, Quentin Blake",The Giraffe and the Pelly and Me
8193,Nickolas Butler,Shotgun Lovesongs
8194,Conn Iggulden,"The Death of Kings (Emperor, #2)"
8195,Mireille Guiliano,French Women Don't Get Fat: The Secret of Eating for Pleasure
8196,Laura Whitcomb,"A Certain Slant of Light (Light, #1)"
8197,Scott Westerfeld,"The Uglies Trilogy (Uglies, #1-3)"
8198,Greg Iles,The Bone Tree
8199,Jeffrey Archer,False Impression
8200,"pleasefindthis, Iain S. Thomas, Jon Ellis",I Wrote This For You
8201,"Ina Garten, Quentin Bacon",Barefoot in Paris
8202,Masashi Kishimoto,"Naruto, Vol. 05: Exam Hell (Naruto, #5)"
8203,Louise Rennison,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)"
8204,Natasha Anders,"The Unwanted Wife (Unwanted, #1)"
8205,Emma Chase,"Royally Screwed (Royally, #1)"
8206,Anna Godbersen,"Splendor (Luxe, #4)"
8207,Charlotte Brontë,The Professor
8208,Chloe Neill,"Drink Deep (Chicagoland Vampires, #5)"
8209,غسان كنفاني,رجال في الشمس
8210,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",The Little Mermaid
8211,Meg Cabot,"Big Boned (Heather Wells, #3)"
8212,Jack Kerouac,The Subterraneans
8213,"Angela Elwell Hunt, Tim Jonke",The Tale of Three Trees
8214,Frank Miller,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)"
8215,Agatha Christie,"The Moving Finger (Miss Marple, #4)"
8216,Patricia Cornwell,"Hornet's Nest (Andy Brazil, #1)"
8217,"John Eldredge, Brent Curtis",The Sacred Romance Drawing Closer To The Heart Of God
8218,Louis Sachar,There's a Boy in the Girls' Bathroom
8219,Katie McGarry,"Crash into You (Pushing the Limits, #3)"
8220,Edmund Morris,Colonel Roosevelt
8221,"William Carlos Williams, Charles Tomlinson",Selected Poems
8222,Timothy Zahn,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)"
8223,Haruki Murakami,"1Q84 BOOK 2 (1Q84, #2)"
8224,Ali Smith,How to Be Both
8225,Meg Cabot,"Princess on the Brink (The Princess Diaries, #8)"
8226,"Thomas Hardy, Patricia Ingham",The Woodlanders
8227,Jane Green,Tempting Fate
8228,Barbara Delinsky,While My Sister Sleeps
8229,Mark Bowden,Killing Pablo: The Hunt for the World's Greatest Outlaw
8230,Chris Cleave,Gold
8231,Lesley Livingston,"Wondrous Strange (Wondrous Strange, #1)"
8232,Franklin Foer,How Soccer Explains the World
8233,"Fernando Pessoa, Richard Zenith",The Book of Disquiet
8234,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh","Batman: Earth One, Volume 1"
8235,"Anne Lamott, Sam Lamott",Some Assembly Required: A Journal of My Son's First Son
8236,MaryJanice Davidson,"Undead and Unappreciated (Undead, #3)"
8237,"Douglas Preston, Lincoln Child","Blue Labyrinth (Pendergast, #14)"
8238,Manning Marable,Malcolm X: A Life of Reinvention
8239,Marlo Morgan,Mutant Message Down Under
8240,Lara Adrian,"Ashes of Midnight (Midnight Breed, #6)"
8241,"Michael Buckley, Peter Ferguson","Once Upon a Crime (The Sisters Grimm, #4)"
8242,Bert Dodson,Keys to Drawing
8243,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred","Fables, Vol. 9: Sons of Empire"
8244,Karen Chance,"Embrace the Night (Cassandra Palmer, #3)"
8245,Len Deighton,"The Ipcress File (Secret File, #1)"
8246,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",The Fannie Farmer Cookbook: Anniversary
8247,بهاء طاهر,واحة الغروب
8248,Keary Taylor,"Branded (Fall of Angels, #1)"
8249,Flann O'Brien,The Third Policeman
8250,Alexander McCall Smith,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)"
8251,Erin Hunter,"Starlight (Warriors: The New Prophecy, #4)"
8252,Suzanne Wright,"Feral Sins (The Phoenix Pack, #1)"
8253,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",Tintin in the Land of the Soviets (Tintin #1)
8254,Kathy Reichs,"Flash and Bones (Temperance Brennan, #14)"
8255,Ottessa Moshfegh,Eileen
8256,J.D. Robb,"Creation in Death (In Death, #25)"
8257,Anna Dewdney,Llama Llama Mad at Mama
8258,Karin Slaughter,Cop Town
8259,"Nicholas Ganz, Tristan Manco",Graffiti World: Street Art from Five Continents
8260,Ed Young,Lon Po Po: A Red-Riding Hood Story from China
8261,Anita Amirrezvani,The Blood of Flowers
8262,E. Nesbit,"Five Children and It (Five Children, #1)"
8263,Essam Youssef,2 ضباط
8264,Clive Cussler,"Flood Tide (Dirk Pitt, #14)"
8265,Victoria Schwab,"This Savage Song (Monsters of Verity, #1)"
8266,"L.J. Smith, Kevin Williamson, Julie Plec","Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)"
8267,Nalini Singh,Branded by Fire (Psy-Changeling #6)
8268,Morgan Matson,The Unexpected Everything
8269,"Anne Rampling, Anne Rice",Exit to Eden
8270,"Mary-Jane Knight, Rick Riordan",Percy Jackson & the Olympians:  The Ultimate Guide
8271,G. Willow Wilson,Alif the Unseen
8272,"Robert Foster, J.R.R. Tolkien",The Complete Guide to Middle-Earth
8273,Lucinda Riley,The Orchid House
8274,Amy Harmon,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)"
8275,Terry Brooks,"The Black Unicorn (Magic Kingdom of Landover, #2)"
8276,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",The Awakening and Selected Stories
8277,Uwem Akpan,Say You're One of Them
8278,Elly Griffiths,"The Crossing Places (Ruth Galloway, #1)"
8279,Roland Smith,Peak (Peak #1)
8280,"Henning Mankell, Ebba Segerberg","One Step Behind  (Kurt Wallander, #7)"
8281,Frederick Forsyth,The Devil's Alternative
8282,Alice Hoffman,Faithful
8283,C.J. Sansom,"Sovereign (Matthew Shardlake, #3)"
8284,Sandra Brown,Envy
8285,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",Batman and Son
8286,Harold McGee,On Food and Cooking: The Science and Lore of the Kitchen
8287,"Michael Buckley, Peter Ferguson","Magic and Other Misdemeanors (The Sisters Grimm, #5)"
8288,Maya Banks,"In Bed with a Highlander (McCabe Trilogy, #1)"
8289,William Styron,The Confessions of Nat Turner
8290,Jodee Blanco,Please Stop Laughing at Me... One Woman's Inspirational Story
8291,Drew Karpyshyn,"Rule of Two (Star Wars: Darth Bane, #2)"
8292,Gemma Burgess,A Girl Like You
8293,Whitney G.,"Sincerely, Carter (Sincerely Carter, #1)"
8294,John Scalzi,The Android's Dream
8295,Isabel Allende,The Stories of Eva Luna
8296,Lama Surya Das,Awakening the Buddha Within: Tibetan Wisdom for the Western World
8297,Edie Claire,Long Time Coming
8298,Sara Zarr,Story of a Girl
8299,Lee Child,High Heat (Jack Reacher #17.5)
8300,Kim van Alkemade,Orphan Number Eight
8301,J.D. Robb,"Delusion in Death (In Death, #35)"
8302,David Weber,"Field of Dishonor (Honor Harrington, #4)"
8303,David Byrne,How Music Works
8304,Mary Kay Andrews,Save the Date
8305,Paul Auster,Oracle Night
8306,Jack Finney,"Time and Again (Time, #1)"
8307,Heather Burch,One Lavender Ribbon
8308,"Nicky Cruz, Jamie Buckingham",Run Baby Run
8309,August Wilson,Fences (The Century Cycle #6)
8310,Richard Wurmbrand,Tortured for Christ N/E
8311,Lynda Cohen Loigman,The Two-Family House
8312,C.S. Lewis,Miracles
8313,"Daniel Coyle, John Farrell","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else"
8314,Elizabeth Little,Dear Daughter
8315,Carrie Anne Noble,The Mermaid's Sister
8316,P.G. Wodehouse,"The Inimitable Jeeves (Jeeves, #2)"
8317,"Margaret Weis, Tracy Hickman","Dragons of Summer Flame (Dragonlance: The Second Generation, #2)"
8318,Tom Rob Smith,"The Secret Speech (Leo Demidov, #2)"
8319,Carl Hiaasen,"Star Island (Skink, #6)"
8320,China Miéville,Un Lun Dun
8321,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 5: Whiteout (Death Note, #5)"
8322,Richard Castle,"Heat Rises (Nikki Heat, #3)"
8323,David Simon,Homicide: A Year on the Killing Streets
8324,"Benedict Freedman, Nancy Freedman","Mrs. Mike (Mrs. Mike, #1)"
8325,Connor Franta,A Work in Progress
8326,Rene Denfeld,The Enchanted
8327,Paul  Hoffman,"The Left Hand of God (The Left Hand of God, #1)"
8328,Katie Cotugno,How to Love
8329,Adam Gopnik,Paris to the Moon
8330,Jenny Downham,You Against Me
8331,Ann M. Martin,A Dog's Life: The Autobiography of a Stray
8332,Tamora Pierce,"The Will of the Empress (Circle Reforged, #1)"
8333,"Tyler Hamilton, Daniel Coyle","The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs"
8334,Ian Fleming,"Doctor No (James Bond, #6)"
8335,"Isabel Allende, Oliver Brock, Frank Wynne",Ripper
8336,Samad Behrangi,ماهی سیاه کوچولو
8337,Robertson Davies,Fifth Business
8338,"Alan    Richardson, Karen Tack","Hello, Cupcake"
8339,Larry Correia,"Monster Hunter Vendetta (Monster Hunter International, #2)"
8340,Maeve Binchy,Nights of Rain and Stars
8341,Lincoln Peirce,"Big Nate on a Roll (Big Nate Novels, #3)"
8342,Catherine Bybee,"Wife by Wednesday (The Weekday Brides, #1)"
8343,"Dick Riley, Pam McAllister, Bruce Cassiday","The New Bedside, Bathtub and Armchair Companion to Agatha Christie"
8344,L.A. Casey,"Dominic (Slater Brothers, #1)"
8345,Kresley Cole,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)"
8346,Kelly Corrigan,Glitter and Glue
8347,"Walter Lord, Nathaniel Philbrick",A Night to Remember
8348,Brady Udall,The Lonely Polygamist
8349,Carl Hiaasen,Stormy Weather
8350,"Richard Russo, Arthur Morey",That Old Cape Magic
8351,Maya Banks,"The Darkest Hour (KGI, #1)"
8352,Donald Ray Pollock,The Devil All the Time
8353,Saroo Brierley,A Long Way Home
8354,Erin Hunter,"Twilight (Warriors: The New Prophecy, #5)"
8355,Orhan Pamuk,Istanbul: Memories and the City
8356,"Clare Naylor, Mimi Hare",The Second Assistant: A Tale from the Bottom of the Hollywood Ladder
8357,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",Martin Chuzzlewit
8358,John Marsden,"Darkness, Be My Friend (Tomorrow, #4)"
8359,Stephen King,UR
8360,James A. Michener,Tales of the South Pacific
8361,V.S. Naipaul,A Bend in the River
8362,Matthew Desmond,Evicted: Poverty and Profit in the American City
8363,Sarah J. Maas,"The Assassin and the Empire (Throne of Glass, #0.5)"
8364,Abbi Glines,"Misbehaving (Sea Breeze, #6)"
8365,Genevieve Cogman,"The Invisible Library (The Invisible Library, #1)"
8366,Anne Tyler,Saint Maybe
8367,"Marjane Satrapi, Anjali Singh",Embroideries
8368,Mary Downing Hahn,Deep and Dark and Dangerous (A Ghost Story)
8369,"Melissa Anelli, J.K. Rowling","Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon"
8370,Francisco X. Stork,Marcelo in the Real World
8371,Stephen King,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix"
8372,Tere Liye,Daun Yang Jatuh Tak Pernah Membenci Angin
8373,Brandon Sanderson,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)"
8374,Jeffrey Brown,Darth Vader and Son
8375,Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life
8376,Andrzej Sapkowski,"Pani Jeziora (Saga o Wiedźminie, #7)"
8377,C.J. Box,"Open Season (Joe Pickett, #1)"
8378,Shannon Hale,"Palace of Stone (Princess Academy, #2)"
8379,Jill Alexander Essbaum,Hausfrau
8380,Amanda Brown,Legally Blonde
8381,Susan Dennard,"Truthwitch (The Witchlands, #1)"
8382,Gavin Menzies,1421: The Year China Discovered America
8383,"Hope Larson, Madeleine L'Engle",A Wrinkle in Time: The Graphic Novel
8384,Nora Ephron,Heartburn
8385,Liza Klaussmann,Tigers in Red Weather
8386,Ken Follett,Hornet Flight
8387,"Henning Mankell, Laurie Thompson","The White Lioness (Kurt Wallander, #3)"
8388,"Margaret Weis, Tracy Hickman","Elven Star (The Death Gate Cycle, #2)"
8389,Sherman Alexie,Flight
8390,"Ludwig Wittgenstein, G.E.M. Anscombe",Philosophical Investigations
8391,Carrie Jones,"Endure (Need, #4)"
8392,Claire Contreras,"Kaleidoscope Hearts (Hearts, #1)"
8393,Bernard Cornwell,"Enemy of God (The Warlord Chronicles, #2)"
8394,Harper Sloan,"Cage (Corps Security, #2)"
8395,Tarryn Fisher,Mud Vein
8396,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source
8397,James Rollins,Ice Hunt
8398,Laurell K. Hamilton,"Strange Candy (Anita Blake, Vampire Hunter #0.5)"
8399,Jeffrey Archer,First Among Equals
8400,Stephen Hawking,Black Holes and Baby Universes
8401,Stephen R. Donaldson,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)"
8402,Nalini Singh,"Archangel's Blade (Guild Hunter, #4)"
8403,Will Durant,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers
8404,Elaine Pagels,The Gnostic Gospels
8405,Jonathan Tropper,How to Talk to a Widower
8406,Edgar Rice Burroughs,"The Gods of Mars (Barsoom, #2)"
8407,"Vince Flynn, Kyle Mills, Armand Schultz","The Survivor (Mitch Rapp, #14)"
8408,Nalini Singh,Kiss of Snow (Psy-Changeling #10)
8409,Roxane Gay,An Untamed State
8410,Tim Winton,Breath
8411,American Psychiatric Association,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR
8412,Laurie R. King,"A Monstrous Regiment of Women (Mary Russell, #2)"
8413,Orson Scott Card,"Alvin Journeyman (Tales of Alvin Maker, #4)"
8414,Elizabeth Wein,"Rose Under Fire (Code Name Verity, #2)"
8415,"Kiyohiko Azuma, あずま きよひこ","Yotsuba&!, Vol. 01 (Yotsuba&! #1)"
8416,"Black Elk, John G. Neihardt",Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux
8417,Ben Mezrich,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal"
8418,Jeffery Deaver,"The Sleeping Doll (Kathryn Dance, #1)"
8419,Christine Feehan,"Dark Legend (Dark, #8)"
8420,"Jeph Loeb, Jim Lee, Scott Williams","Batman: Hush, Vol. 1"
8421,Heather Gudenkauf,One Breath Away
8422,Greg Iles,The Devil's Punchbowl
8423,Sara Ryan,"Empress of the World (Battle Hall Davies, #1)"
8424,Jim Butcher,"Welcome to the Jungle (The Dresden Files, #0.5)"
8425,Connie Willis,"Blackout (All Clear, #1)"
8426,Bella Forrest,"A Blaze of Sun (A Shade of Vampire, #5)"
8427,Alice Hoffman,The Red Garden
8428,Jean de Brunhoff,Babar the King
8429,Gordon Korman,Ungifted
8430,Michael Frayn,Noises Off
8431,Harlan Coben,The Final Detail (Myron Bolitar #6)
8432,Dan Simmons,"Olympos (Ilium, #2)"
8433,Tom Standage,A History of the World in 6 Glasses
8434,Karen   White,The Sound of Glass
8435,Robert Hicks,The Widow of the South
8436,Jennifer L. Armentrout,Obsession
8437,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",Courageous
8438,"Kate DiCamillo, Yoko Tanaka",The Magician's Elephant
8439,Anne Tyler,Back When We Were Grownups
8440,James Joyce,The Dead
8441,"محمد المنسي قنديل, Mohamed Mansi Qandil",قمر على سمرقند
8442,Aleatha Romig,"Convicted (Consequences, #3)"
8443,Bree Despain,"The Lost Saint (The Dark Divine, #2)"
8444,Dean Koontz,Relentless
8445,Stephen R. Lawhead,"Taliesin (The Pendragon Cycle, #1)"
8446,Carl Hiaasen,Basket Case
8447,حسن كمال,المرحوم
8448,Orson Scott Card,"The Memory of Earth (Homecoming, #1)"
8449,Dolen Perkins-Valdez,Wench
8450,Karen Chance,"Curse the Dawn (Cassandra Palmer, #4)"
8451,Beth Moore,Praying God's Word: Breaking Free From Spiritual Strongholds
8452,Michael Ondaatje,In the Skin of a Lion
8453,Jodi Picoult,Where There's Smoke
8454,"Jack Welch, John A. Byrne, Mike Barnicle",Jack: Straight from the Gut
8455,Shel Silverstein,The Missing Piece Meets the Big O 
8456,"Milan Kundera, Aaron Asher",Life is Elsewhere
8457,Anna Quindlen,Blessings
8458,Gena Showalter,"Wicked Nights (Angels of the Dark, #1)"
8459,Pittacus Lore,"Six's Legacy (Lorien Legacies: The Lost Files, #1)"
8460,Mercedes Lackey,Magic's Promise (Valdemar: Last Herald-Mage #2)
8461,Lisa Scottoline,Most Wanted
8462,Meg Cabot,"Underworld (Abandon, #2)"
8463,Mark Bittman,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes
8464,Rosamunde Pilcher,Coming Home
8465,"Tim LaHaye, Jerry B. Jenkins","Glorious Appearing: The End of Days (Left Behind, #12)"
8466,خالد الباتلي,ليتها تقرأ
8467,John Sandford,"Silken Prey (Lucas Davenport, #23)"
8468,John Sandford,"Mad River (Virgil Flowers, #6)"
8469,Anita Brookner,Hotel du Lac
8470,Pat Barker,"The Ghost Road (Regeneration, #3)"
8471,Mark Twain,Pudd'nhead Wilson
8472,"Aristotle, Joe Sachs",Metaphysics
8473,Emily Murdoch,If You Find Me
8474,Carl Hiaasen,"Native Tongue (Skink, #2)"
8475,Sandra Dallas,The Persian Pickle Club
8476,Rachel Vincent,"My Soul to Save (Soul Screamers, #2)"
8477,Jill Murphy,"The Worst Witch (Worst Witch, #1)"
8478,"Cynthia Rylant, Stephen Gammell",The Relatives Came
8479,Siri Hustvedt,What I Loved
8480,Andrea Hirata,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)"
8481,Ellen Hopkins,Tilt
8482,Todd J. McCaffrey,"Dragonheart (Pern, #21)"
8483,J.C. Reed,"Conquer Your Love (Surrender Your Love, #2)"
8484,Brian Jacques,"Pearls of Lutra (Redwall, #9)"
8485,"Ken Robinson, Lou Aronica",The Element: How Finding Your Passion Changes Everything
8486,Geraldine Brooks,The Secret Chord
8487,Rick Riordan,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2)
8488,Amy Harmon,A Different Blue
8489,Chuck Klosterman,Downtown Owl
8490,William C. Dietz,Halo: The Flood
8491,Terry Brooks,"Antrax (Voyage of the Jerle Shannara, #2)"
8492,Billy Collins,Sailing Alone Around the Room: New and Selected Poems
8493,Anna Carey,"Once (Eve, #2)"
8494,Samantha Young,"Into the Deep (Into the Deep, #1)"
8495,Lois McMaster Bujold,"Mirror Dance (Vorkosigan Saga, #8)"
8496,"Jennifer Crusie, Bob Mayer",Agnes and the Hitman
8497,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",Logicomix: An epic search for truth
8498,Laurent Binet,HHhH
8499,Kate Andersen Brower,The Residence: Inside the Private World of the White House
8500,Jennifer L. Armentrout,"Stone Cold Touch (The Dark Elements, #2)"
8501,Lori Nelson Spielman,The Life List
8502,Kelley Armstrong,"The Rising (Darkness Rising, #3)"
8503,"Thomas Mann, John E. Woods, T.J. Reed",Buddenbrooks: The Decline of a Family
8504,Anton Chekhov,Uncle Vanya
8505,"James Patterson, Richard DiLallo",The Christmas Wedding
8506,T.A. Barron,"The Lost Years (The Lost Years of Merlin, #1)"
8507,Maria V. Snyder,"Storm Glass (Glass, #1)"
8508,"Iris Murdoch, Mary Kinzie","The Sea, the Sea"
8509,Jamie McGuire,"Eden (Providence, #3)"
8510,Margaret Peterson Haddix,"Among the Enemy (Shadow Children, #6)"
8511,Amy A. Bartol,"Incendiary (The Premonition, #4)"
8512,L. Ron Hubbard,Battlefield Earth: A Saga of the Year 3000
8513,Dave Ramsey,Financial Peace Revisited
8514,Mary Higgins Clark,I'll Be Seeing You
8515,Carol Burnett,This Time Together: Laughter and Reflection
8516,Ruth Ozeki,My Year of Meats
8517,Octavia E. Butler,Fledgling
8518,Kristen Ashley,"At Peace (The 'Burg, #2)"
8519,"Samuel Shem, John Updike",The House of God
8520,"Ayşe Kulin, John W. Baker",Last Train to Istanbul
8521,Pam Muñoz Ryan,Echo
8522,Keri Smith,Wreck This Journal
8523,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",The Gulag Archipelago 1918-1956
8524,Heinrich Harrer,Seven Years in Tibet
8525,J. Courtney Sullivan,Commencement 
8526,Suzanne Weyn,"The Bar Code Tattoo (Bar Code, #1)"
8527,Kresley Cole,"MacRieve (Immortals After Dark, #14)"
8528,Larry Levin,Oogy: The Dog Only a Family Could Love
8529,James Ellroy,"American Tabloid (Underworld USA, #1)"
8530,Thomas E. Sniegoski,"The Fallen and Leviathan (The Fallen, #1-2)"
8531,Anne McCaffrey,"The Renegades of Pern (Pern, #10)"
8532,"José Saramago, Giovanni Pontiero",Baltasar and Blimunda
8533,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",The Cake Bible
8534,Robert  Beatty,"Serafina and the Black Cloak (Serafina, #1)"
8535,"Alan Dean Foster, George Lucas",A New Hope  (Star Wars: Novelizations #4)
